item_name,item_id,item_category_id,item_name_en
1С:Аудиокниги. Горький М. На дне,219,45,1C: Audiobooks. M. Gorky The Lower Depths
1С:Аудиокниги. Гранатовый браслет [Цифровая версия],220,44,1C: Audiobooks. Garnet Bracelet [Digital Version]
1С:Аудиокниги. Грин А.С. Алые паруса [Цифровая версия],221,44,1C: Audiobooks. Green AS Scarlet Sails [Digital Version]
1С:Аудиокниги. Грин А.С. Бегущая по волнам [Цифровая версия],222,44,1C: Audiobooks. Green AS Running on the waves [Digital Version]
1С:Аудиокниги. Грин А.С. Лучшие рассказы [Цифровая версия],223,44,1C: Audiobooks. Green AS Top stories [Digital Version]
1С:Аудиокниги. Гюго В. Отверженные (Jewel),224,45,1C: Audiobooks. V. Hugo Les Miserables (Jewel)
1С:Аудиокниги. Даниель Дефо. Робинзон Крузо. (Jewel),225,45,1C: Audiobooks. Daniel Defoe. Robinson Crusoe. (Jewel)
1С:Аудиокниги. Детективы в дорогу. В лучших традициях Агаты Кристи и Артура Конан Дойля (Jewel),226,45,1C: Audiobooks. Detectives on the road. In the best tradition of Agatha Christie and Arthur Conan Doyle (Jewel)
1С:Аудиокниги. Детективы в дорогу. Русская версия. В лучших традициях Агаты Кристи и Артура Конан До,227,44,1C: Audiobooks. Detectives on the road. Russian version. In the best tradition of Agatha Christie and Arthur Conan Up
"1С:Аудиокниги. Детям от 0 до 3 лет. Сказки, потешки, колыбельные (Jewel)",228,45,"1C: Audiobooks. Children from 0 to 3 years. Fairy tales, nursery rhyme, cradle (Jewel)"
"1С:Аудиокниги. Детям от 0 до 5 лет. Кэрролл Л. Алиса для малышей  [PC, Цифровая версия]",229,44,"1C: Audiobooks. Children from 0 to 5 years. Carroll L. Alice for kids [PC, Digital Version]"
1С:Аудиокниги. Дефо Д. Робинзон Крузо,230,45,1S: Audiobooks. Defo D. Robinson Crusoe
"1С:Аудиокниги. Дефо Д. Робинзон Крузо  [ PC, Цифровая версия]",231,44,"1C: Audiobooks. D. Defoe Robinson Crusoe [PC, Digital Version]"
1С:Аудиокниги. Джек Лондон. Сердца трех (Jewel),232,45,1C: Audiobooks. Jack London. Heart three (Jewel)
"1С:Аудиокниги. Джером К.Джером. Трое в одной лодке, не считая собаки (Jewel)",233,45,"1C: Audiobooks. Jerome K.Dzherom. Three Men in a boat, not counting the dogs (Jewel)"
1С:Аудиокниги. Джонатан Свифт. Путешествия Гулливера (Digipack),234,45,1C: Audiobooks. Jonathan Swift. Traveling Gulliver (Digipack)
1С:Аудиокниги. Диккенс Чарльз. Наследник торгового дома (Jewel),235,45,1C: Audiobooks. Charles Dickens. The heir to the trading house (Jewel)
1С:Аудиокниги. Дина Рубина. Несколько торопливых слов о любви (Digipack),236,45,1C: Audiobooks. Dina Rubina. A few hasty words of love (Digipack)
"1С:Аудиокниги. Для самых маленьких. Сказки, потешки и песенки для детей до трех лет (Digipack)",237,45,"1C: Audiobooks. For the little ones. Fairy tales, nursery rhymes and songs for children up to three years (Digipack)"
1С:Аудиокниги. Добрыня Никитич и Змей Горыныч. Алеша Попович и Тугарин Змей,238,45,1C: Audiobooks. Nikitich and The Dragon. Alyosha Popovich and Tugarin Serpent
"1С:Аудиокниги. Дойль А. К. Союз рыжих. Рассказы о Шерлоке Холмсе    [PC, Цифровая версия]",239,44,"1C: Audiobooks. Doyle AK The Red-Headed League. Sherlock Holmes stories [PC, Digital Version]"
1С:Аудиокниги. Достоевcкий Ф.М. Скверный анекдот [Цифровая версия],240,44,1C: Audiobooks. Dostoevcky FM Nasty anecdote [Digital Version]
"1С:Аудиокниги. Достоевский Ф. М. Игрок. Записки из подполья   [ PC, Цифровая версия]",241,44,"1C: Audiobooks. Dostoevsky FM Player. Notes from the Underground [PC, Digital Version]"
1С:Аудиокниги. Достоевский Ф.М. Бедные люди [Цифровая версия],242,44,1C: Audiobooks. Fyodor Dostoevsky Poor people [Digital Version]
1С:Аудиокниги. Достоевский Ф.М. Преступление и наказание (mp3-аудиоспектакль),243,45,1C: Audiobooks. Fyodor Dostoevsky Crime and Punishment (mp3-audioperformance)
1С:Аудиокниги. Дюма А. Три мушкетера. Аудиоспектакль (Digipack),244,45,"1C: Audiobooks. A. Dumas, The Three Musketeers. Audioperformance (Digipack)"
"1С:Аудиокниги. Е. Сивков. Притчи и анекдоты  [PC, Цифровая версия]",245,44,"1C: Audiobooks. E. Sivkov. Parables and anecdotes [PC, Digital Version]"
1С:Аудиокниги. Ерофеев В. Москва-Петушки. Читает C. Шнуров (Digipack),246,45,1C: Audiobooks. Erofeev Moscow-Petushki. Reads C. Cords (Digipack)
1С:Аудиокниги. Живые книжки. Сказки - малышки,247,45,1C: Audiobooks. Live books. Tales - baby
1С:Аудиокниги. Жюль Верн. Дети капитана Гранта. (Jewel),248,45,1C: Audiobooks. Jules Verne. The Children of Captain Grant. (Jewel)
1С:Аудиокниги. Жюль Верн. Пятнадцатилетний капитан (Jewel),249,45,1C: Audiobooks. Jules Verne. Fifteen captain (Jewel)
1С:Аудиокниги. Замятин Е.И. Мы. Роман-антиутопия [Цифровая версия],250,44,1C: Audiobooks. Zamyatin EI We. Novel dystopia [Digital Version]
1С:Аудиокниги. Знаменитые произведения русских писателей ( [Цифровая версия],251,44,1C: Audiobooks. Famous works of Russian writers ([Digital Version]
1С:Аудиокниги. Золотая коллекция классики для детей (Jewel),252,45,1C: Audiobooks. Golden collection of classics for children (Jewel)
"1С:Аудиокниги. И.Ильф, Е.Петров. 12 стульев (Jewel)",253,45,"1C: Audiobooks. Ilya Ilf, Evgeny Petrov. 12 chairs (Jewel)"
"1С:Аудиокниги. Илья Ильин. Если бы я был робинзоном. Забавные рассказы от главного редактора журнала ""Ералаш""[PC, Цифровая версия]",254,44,"1C: Audiobooks. Ilya Ilyin. If I was called Robinson. Funny stories from the main ""Jumble"" editor [PC, Digital Version]"
"1С:Аудиокниги. Истории о смелых и находчивых. Коллекция детских аудиоспектакл  [PC, Цифровая версия]",255,44,"1C: Audiobooks. Stories about the brave and resourceful. A collection of children's Audio [PC, Digital Version]"
1С:Аудиокниги. История государства Российского. От Рюрика до царя Иоанна IV Васильевича [Цифровая ве,256,44,1C: Audiobooks. History of Russian Goverment. From Rurik to Tsar Ivan IV Vasilyevich [Digital Island
1С:Аудиокниги. Карамзин Н.М. История государства Российского. От Иоанна Грозного до Лжедимитр(Jewel),257,45,1C: Audiobooks. Karamzin NM History of Russian Goverment. By Ivan the Terrible to Dimitri (Jewel)
1С:Аудиокниги. Карамзин Н.М. История государства Российского. От Рюрика до царя Иоанна IV(Jewel),258,45,1C: Audiobooks. Karamzin NM History of Russian Goverment. From Rurik to Tsar Ivan IV (Jewel)
1С:Аудиокниги. Киплинг Р. Сказки и легенды (Digipack),259,45,1C: Audiobooks. Kipling R. Tales and legends (Digipack)
"1С:Аудиокниги. Киплинг Р. Сказки и легенды [PC, Цифровая версия]",260,44,"1C: Audiobooks. R. Kipling Tales and Legends [PC, Digital Version]"
"1С:Аудиокниги. Кириллов К., Обердерфер Д. Как сделать бизнес в России и не прогореть [PC, Цифровая в",261,44,"1C: Audiobooks. Kirillov K. Oberderfer D. How to do business in Russia and does not burn [PC, digital in"
"1С:Аудиокниги. Кириллов К., Обердерфер Д. Как стать богатым в России [PC, Цифровая версия]",262,44,"1C: Audiobooks. Kirillov K. Oberderfer D. How to become rich in Russia [PC, Digital Version]"
"1С:Аудиокниги. Кириллов К., Обердерфер Д. Как стать миллионером на одну зарплату",263,45,1C: Audiobooks. Kirillov K. Oberderfer D. How to become a millionaire on one salary
1С:Аудиокниги. Классика русского юмора. Аверченко Аркадий (Jewel),264,45,1C: Audiobooks. Classic Russian humor. Averchenko Arkady (Jewel)
1С:Аудиокниги. Классика русского юмора. Юмористические рассказы начала XX века (Jewel),265,45,1C: Audiobooks. Classic Russian humor. Humorous stories of the early XX century (Jewel)
1С:Аудиокниги. Классика русского юмора. Юмористические рассказы начала XX века [Цифровая версия],266,44,1C: Audiobooks. Classic Russian humor. Humorous stories of the early XX century [Digital Version]
1С:Аудиокниги. Коллекция русских народных сказок (Digipack),267,45,1C: Audiobooks. The collection of Russian folk tales (Digipack)
"1С:Аудиокниги. Коллекция русских народных сказок [PC, Цифровая версия]",268,44,"1C: Audiobooks. The collection of Russian folk tales [PC, Digital Version]"
1С:Аудиокниги. Коллекция сказок и стихов Корнея Чуковского (DVD-Digipack),269,45,1C: Audiobooks. A collection of stories and poems Korney Chukovsky (DVD-Digipack)
1С:Аудиокниги. Коллекция страшилок-смешилок для детей (Jewel),270,45,1C: Audiobooks. A collection of horror stories-smeshilok for children (Jewel)
"1С:Аудиокниги. Константин Симонов. Дни и ночи    [PC, Цифровая версия]",271,44,"1C: Audiobooks. Konstantin Simonov. Days and nights [PC, Digital Version]"
1С:Аудиокниги. Конфуций. Суждения и беседы,272,45,1C: Audiobooks. Confucius. Judgment and conversation
1С:Аудиокниги. Кот-наоборот. Стихи для детского сада (Jewel),273,45,1C: Audiobooks. Côte vice versa. Poems for kindergarten (Jewel)
1С:Аудиокниги. Кот-наоборот. Стихи для детского сада [Цифровая версия],274,44,1C: Audiobooks. Côte vice versa. Poems for kindergarten [Digital Version]
1С:Аудиокниги. Крапивин В.П. Голубятня на желтой поляне [Цифровая версия],275,44,1C: Audiobooks. Krapivin VP Dovecote on the yellow meadow [Digital Version]
1С:Аудиокниги. Кун Н.А. Легенды и мифы древней Греции (Jewel),276,45,1C: Audiobooks. Kun NA Myths and Legends of Ancient Greece (Jewel)
"1С:Аудиокниги. Кунин В. Иванов и Рабинович, или ""Ай гоу ту Хайфа! Digipack",277,45,"1C: Audiobooks. Kunin V. Ivanov and Rabinovich, or ""Aw go the Haifa! Digipack"
1С:Аудиокниги. Куприн А.И. Гранатовый браслет,278,45,1C: Audiobooks. Kuprin AI Garnet bracelet
1С:Аудиокниги. Куприн А.И. Олеся. Чудесный доктор [Цифровая версия],279,44,1C: Audiobooks. Kuprin AI Olesya. Wonderful Doctor [Digital Version]
1С:Аудиокниги. Куприн А.И. Хорошее общество,280,45,1C: Audiobooks. Kuprin AI good company
1С:Аудиокниги. Л.Н. Толстой. Детство. Отрочество. Юность. (Jewel),281,45,1C: Audiobooks. LN Thick. Childhood. Adolescence. Youth. (Jewel)
1С:Аудиокниги. Лагин Л.И. Старик Хоттабыч (Jewel),282,45,1C: Audiobooks. Lagin LI Old Khottabych (Jewel)
1С:Аудиокниги. Легенды и мифы древней Греции для детей. Аргонавты (Digipack),283,45,1C: Audiobooks. Myths and Legends of Ancient Greece for children. Argonauts (Digipack)
1С:Аудиокниги. Легенды и мифы древней Греции для детей. Подвиги Геракла (Digipack),284,45,1C: Audiobooks. Myths and Legends of Ancient Greece for children. Exploits Hercules (Digipack)
